Id, Title, Isbn, Year, CallNumber, CcbcCollection, Genres, NewEdition, NonUsPublisher, Publisher, OriginallyPublishedIn, Translated, TranslatedNotes, Subject, Subject Disability Notes, Subject Heritage/Region Notes, Subject Lgbtq Notes, Subject Religion Notes, Primary Character 1, PrimaryCharacterDisabilityNotes 1, PrimaryCharacterHeritageNotes 1, PrimaryCharacterSexualityNotes 1, PrimaryCharacterTypeNotes 1, PrimaryCharacterReligionNotes 1, PrimaryCharacterHeritageByNotes 1, PrimaryCharacterGenderNotes 1, Primary Character 2, PrimaryCharacterDisabilityNotes 2, PrimaryCharacterHeritageNotes 2, PrimaryCharacterSexualityNotes 2, PrimaryCharacterTypeNotes 2, PrimaryCharacterReligionNotes 2, PrimaryCharacterHeritageByNotes 2, PrimaryCharacterGenderNotes 2, Primary Character 3, PrimaryCharacterDisabilityNotes 3, PrimaryCharacterHeritageNotes 3, PrimaryCharacterSexualityNotes 3, PrimaryCharacterTypeNotes 3, PrimaryCharacterReligionNotes 3, PrimaryCharacterHeritageByNotes 3, PrimaryCharacterGenderNotes 3, Primary Character 4, PrimaryCharacterDisabilityNotes 4, PrimaryCharacterHeritageNotes 4, PrimaryCharacterSexualityNotes 4, PrimaryCharacterTypeNotes 4, PrimaryCharacterReligionNotes 4, PrimaryCharacterHeritageByNotes 4, PrimaryCharacterGenderNotes 4, Primary Character 5, PrimaryCharacterDisabilityNotes 5, PrimaryCharacterHeritageNotes 5, PrimaryCharacterSexualityNotes 5, PrimaryCharacterTypeNotes 5, PrimaryCharacterReligionNotes 5, PrimaryCharacterHeritageByNotes 5, PrimaryCharacterGenderNotes 5, Secondary Character 1, SecondaryCharacterDisabilityNotes 1, SecondaryCharacterHeritageNotes 1, SecondaryCharacterSexualityNotes 1, SecondaryCharacterTypeNotes 1, SecondaryCharacterReligionNotes 1, SecondaryCharacterHeritageByNotes 1, SecondaryCharacterGenderNotes 1, Secondary Character 2, SecondaryCharacterDisabilityNotes 2, SecondaryCharacterHeritageNotes 2, SecondaryCharacterSexualityNotes 2, SecondaryCharacterTypeNotes 2, SecondaryCharacterReligionNotes 2, SecondaryCharacterHeritageByNotes 2, SecondaryCharacterGenderNotes 2, Secondary Character 3, SecondaryCharacterDisabilityNotes 3, SecondaryCharacterHeritageNotes 3, SecondaryCharacterSexualityNotes 3, SecondaryCharacterTypeNotes 3, SecondaryCharacterReligionNotes 3, SecondaryCharacterHeritageByNotes 3, SecondaryCharacterGenderNotes 3, Secondary Character 4, SecondaryCharacterDisabilityNotes 4, SecondaryCharacterHeritageNotes 4, SecondaryCharacterSexualityNotes 4, SecondaryCharacterTypeNotes 4, SecondaryCharacterReligionNotes 4, SecondaryCharacterHeritageByNotes 4, SecondaryCharacterGenderNotes 4, Secondary Character 5, SecondaryCharacterDisabilityNotes 5, SecondaryCharacterHeritageNotes 5, SecondaryCharacterSexualityNotes 5, SecondaryCharacterTypeNotes 5, SecondaryCharacterReligionNotes 5, SecondaryCharacterHeritageByNotes 5, SecondaryCharacterGenderNotes 5, Contributors, ContributorTypes, Contributor Identity, ContributorDisabilityNotes, ContributorLgbtqNotes, ContributorSpecificCulture, GenderMarkerNotes, Gender Markers
"12553","No Vacancy","9781773064109","2020","Cohen","Fiction","Contemporary","No","No","Groundwood / House of Anansi","","No","","Christian, Jewish","","","","Jewish (primary); Christian (secondary)","Assumed White, Female, Human, Jewish, Text, Text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Assumed White, Christian, Female, Human, Text, Text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tziporah Cohen","Author","Female, Jewish, White (Tziporah Cohen)","","","","",""
"12670","The Teachers March! How Selma's Teachers Changed History","9781629794525","2020","323 Wallace","Non-Fiction","Biography/History","No","No","Boyds Mills & Kane / Calkins Creek","","No","","Black/African, Christian","","African American (primary and secondary)","","Christian (primary and secondary)","Black/African, Christian, Human, Male, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Black/African, Christian, Female, Human, Male, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sandra Neil Wallace, Charly Palmer, Rich Wallace","Author, Illustrator","Female, White (Sandra Neil Wallace), Black/African, Male (Charly Palmer), Male, White (Rich Wallace)","","","African American","",""
"12823","Mayflower: The Ship That Started a Nation","9780711248250","2020","974 Siegel","Non-Fiction","Biography/History","No","No","Quarto","","No","","Christian, Indigenous","","A portion of the book discusses the Native Peoples (Wampanoag, Abenaki, Pauquunaukit/Pokanoket) who interacted with the colonists. ","","Puritans (primary)","Christian, Confirmed White, Female, Human, Illustrations, Male, Text, Text","","","","","Puritans","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Female, Human, Illustrations, Indigenous, Male, Text, Text","","Wampanoag, Abenaki, Pauquunaukit/Pokanoket","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rebecca Siegel, Mike Love, Michael Lauritano","Author, Illustrator","Female, White (Rebecca Siegel), Male, White (Mike Love), Male, White (Michael Lauritano)","","","","",""
"12846","My Life in the Fish Tank","9781534432338","2020","Dee","Fiction","Contemporary","No","No","Aladdin / Simon & Schuster","","No","","Christian, Psychiatric","Bipolar disorder (secondary)","","","Christian (primary)--they celebrate Christmas","Assumed White, Christian, Female, Human, Other Heritage Specification, Text","","","","","Her family celebrates Christmas.","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Assumed White, Christian, Female, Human, Male, Other Heritage Specification, Psychiatric, Text","Gabriel has bipolar disorder.","","","","They celebrate Christmas.","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Barbara Dee","Author","Female, White (Barbara Dee)","","","","",""
"12867","This Light Between Us","9781250192387","2020","Fukuda","Fiction","Fantasy, Historical","No","No","Tom Doherty Associates / Tor Teen","","No","","Asian, Christian, Jewish","","Japanese American (primary and secondary characters)","","Christian (primary); Jewish (1 secondary)","Asian, Christian, Human, Male, Text, Text","","Japanese American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Asian, Assumed White, Christian, Female, Human, Jewish, Male, Text, Text","","Frank and Mother are Japanese American. Charlie is white (French).","","","Frank and Mother are Christian. Charlie is Jewish.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Andrew Fukuda","Author","Asian, Male (Andrew Fukuda)","","","Chinese/Japanese American","",""
"12906","Martin Luther King Jr. (Little People, Big Dreams)","9780711245679","2020","SNF","Non-Fiction","Biography/History, Series Non-fiction","No","No","Frances Lincoln Children's Books / Quarto","","Yes","Translated from the Spanish. Originally published in Spain.","Black/African, Christian","","African American (primary)","","Christian (primary)","Black/African, Christian, Human, Male, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ma Isabel Sanchez Vegara, Mai Ly Degnan","Author, Illustrator","Female, White (Ma Isabel Sanchez Vegara), Asian, Female (Mai Ly Degnan)","","","Also known as Maria Isabel Sanchez Vegara and Isabel Sanchez Vegara, possibly Vietnamese American","",""
"12920","R-E-S-P-E-C-T: Aretha Franklin, the Queen of Soul","9781534452282","2020","782 Weatherford","Non-Fiction","Biography/History","No","No","Atheneum / Simon & Schuster","","No","","Black/African, Christian","","African American (primary)","","Christian (primary)","Black/African, Christian, Female, Human, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Frank Morrison, Carole Boston Weatherford","Author, Illustrator","Black/African, Male (Frank Morrison), Black/African, Female (Carole Boston Weatherford)","","","African American","",""
"12922","Ways to Make Sunshine","9781547600564","2020","Watson","Fiction","Contemporary","No","No","Bloomsbury","","No","","Black/African, Christian","","African American (primary)","","Christian (primary)","Black/African, Christian, Female, Human, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Black/African, Christian, Female, Human, Male, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Renee Watson","Author","Black/African, Female (Renee Watson)","","","African American","",""
"12936","Lift as You Climb: The Story of Ella Baker","9781534406230","2020","323 Powell","Non-Fiction","Biography/History","No","No","Margaret K. McElderry Books / Simon & Schuster","","No","","Black/African, Christian","","African American (primary)","","Raised in the Black Baptist church (primary)","Black/African, Christian, Female, Human, Text, Text","","African American","","","Raised in the Black Baptist church","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R. Gregory Christie, Patricia Hruby Powell","Author, Illustrator","Black/African, Male (R. Gregory Christie), Female, White (Patricia Hruby Powell)","","","African American","",""
"12950","Eleanor Makes Her Mark: How Eleanor Roosevelt Reached Out, Spoke Up, and Changed the World","9780545826129","2020","Kerley","Non-Fiction","Biography/History","No","No","Scholastic Press","","No","","Christian","","","","Christian (primary)","Christian, Confirmed White, Female, Human, Text, Text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Barbara Kerley, Edwin Fotheringham","Author, Illustrator","Female, White (Barbara Kerley), Male, White (Edwin Fotheringham)","","","","",""
"13031","Pick a Pine Tree","9781536216028","2020","Toht","Picture Book","Contemporary","No","No","Candlewick","","No","","Brown Skin Unspecified, Christian","","Brown skin (primary)","","Christian (primary); Christmas book","Assumed White, Brown Skin, Christian, Female, Group, Human, Illustrations, Illustrations, Male, Multiracial","","Dad is white. Mom has brown skin. The son and daughter are multiracial.","","A family of 4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jarvis, Patricia Toht","Author, Illustrator","Male, White ( Jarvis), Female, White (Patricia Toht)","","","","",""
"13053","Because of Winn-Dixie: Anniversary Edition","9781536214345","2020","DiCamillo","Fiction","Contemporary","Yes","No","","2000","No","","Black/African, Christian, Physical","Partial blindness (secondary)","African American (secondary)","","Primary character's father is a Baptist preacher.","Assumed White, Christian, Female, Human, Text, Text","","","","","India Opal's father is a Baptist preacher.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Animal, Assumed White, Black/African, Female, Human, Male, Text, Text","","Gloria is assumed African American. Otis and Franny are white.","","Dog","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kate DiCamillo, Ann Patchett","Author","Female, White (Kate DiCamillo), Female, White (Ann Patchett)","","","","",""
"13153","This Is the Church","9781506445328","2020","262 Cunningham","Non-Fiction","","No","No","Beaming Books","","No","","Brown Skin Unspecified, Christian, Multicultural General","","Brown skin (narrator/primary); multicultural (secondary)","","About the Christian church/Christianity/Christians","Brown Skin, Female, Human, Illustrations, Illustrations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Female, Group, Human, Illustrations, Illustrations, Male","","Diverse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ariel Landy, Sarah Raymond Cunningham","Author, Illustrator","Female, Jewish, White (Ariel Landy), Christian, Female, White (Sarah Raymond Cunningham)","","","","",""
"13237","12 Days of Christmas","9780711245402","2020","782 Hawthorne","Non-Fiction","","No","No","Frances Lincoln Children's Books / Quarto","","No","","Christian, LGBTQ Character/Topic","","","The female primary character's ""true love"" is a woman.","Christian (primary); Christmas book","Assumed White, Christian, Female, Human, Illustrations, Illustrations, LGBTQ+","","","Her ""true love,"" a woman, appears at the end.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lara Hawthorne","Illustrator","Female, White (Lara Hawthorne)","","","","",""
"13262","This Is How We Fly","9780593116876","2020","Meriano","Fiction","Contemporary","No","No","Penguin Random House / Philomel","","No","","Christian, Gender Nonconformity, Latinx, LGBTQ Character/Topic, Multicultural General","","Biracial (Mexican/Irish) (primary); multicultural (secondary)","Gender questioning (primary). Other characters are diverse in terms of gender identity and sexual orientation.","Catholic (primary)","Christian, Confirmed White, Female, Human, Latinx, LGBTQ+, Multiracial, Other Gender, Other Heritage Specification, Text","","Ellen is biracial (Mexican American/Irish American).","Ellen is questioning her gender.","","Catholic","Kirkus","Ellen is questioning her gender.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Asian, Assumed White, Female, Human, LGBTQ+, Text, Text","","Xiumiao is Chinese American. Melissa is assumed white. Other quidditch teammates are diverse.","Xiumiao is queer.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Anna Meriano","Author","Female, Latinx (Anna Meriano)","","","Mexican American","",""
"13283","The Wheels on the Bus at Christmas","9780593174852","2020","Kieley","Picture Book","Fantasy","No","No","Doubleday / Penguin Random House","","No","","Christian","","","","Christmas book","Animal, Female, Group, Illustrations, Male, Not specified, Other Type, Unknown","","The elves have a range of skin colors.","","Elves; reindeer; snowmen; lights; cookies; bells","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sarah Kieley","Illustrator","Female, White (Sarah Kieley)","","","","",""
"13288","A Very Quacky Christmas","9780593173770","2020","Watts","Picture Book","Animal Fantasy","No","No","Doubleday / Penguin Random House / Random House","","No","","Christian","","","","Christmas book","Animal, Christian, Female, Male, Text","","","","Duck and turtle","They celebrate Christmas.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Animal, Female, Illustrations, Male, Text","","","","Sheep; cows; chickens; donkey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ann James, Frances Watts","Author, Illustrator","Female, White (Ann James), Female, White (Frances Watts)","","","","",""
"13295","The Sullivan Sisters","9781534420533","2020","Ormsbee","Fiction","Contemporary","No","No","Simon & Schuster","","No","","Asian, Christian, LGBTQ Character/Topic","","Vietnamese American (secondary)","Lesbian (1 primary, 1 secondary)","Christian--they celebrate Christmas (primary)","Christian, Confirmed White, Female, Human, LGBTQ+, Other Heritage Specification, Text","","Irish American","Claire is a lesbian.","3","They celebrate Christmas.","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Asian, Assumed White, Christian, Female, Human, LGBTQ+, Other Heritage Specification, Text","","The girls' mother is white. Another character is Vietnamese American.","The Vietnamese American character is a lesbian.","","The girls' mother celebrates Christmas.","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kathryn Ormsbee","Author","Female, White (Kathryn Ormsbee)","","","Has separate record as K. E. Ormsbee","",""
"14320","Go and Do Likewise: The Parables and Wisdom of Jesus","9781419737053","2021","232 Hendrix","Non-Fiction","","No","No","Abrams","","No","","Christian, Jewish, Middle East","","Middle Eastern (primary)","","Jewish (primary--Jesus was Jewish); this book is about Jesus and his teachings (Christian)","Christian, Human, Jewish, Male, Middle East, Text, Text","","Jesus was Middle Eastern.","","","Jesus was Jewish. These parables are part of Christianity.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","John Hendrix, John Hendrix","Author, Illustrator","Male, White (John Hendrix), Male, White (John Hendrix)","","","","",""
"14324","Llama Llama Holiday Helper","9780593222591","2020","Llama","Picture Book","Animal Fantasy","No","No","Penguin Random House","","No","","Christian","","","","This llama family celebrates Christmas.","Animal, Male, Text","","","","Llama","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Animal, Female, Male, Text","","","","Goat, Gnu, sheep, llamas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JJ Harrison","Illustrator","Male, White (JJ Harrison)","","","","",""
"14419","Early Sunday Morning","9781534476530","2020","Millner","Picture Book","Contemporary","No","No","A Denene Millner Book / Simon & Schuster","","No","","Black/African, Christian","","African American (primary and secondary)","","Christian (primary and secondary)","Black/African, Christian, Female, Human, Illustrations, Illustrations, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Black/African, Christian, Female, Human, Illustrations, Male, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Vanessa Brantley-Newton, Denene Millner","Author, Illustrator","Black/African, Female (Vanessa Brantley-Newton), Black/African, Female (Denene Millner)","","","African American","",""
"14439","Sticks and Stones","9781534426221","2020","Polacco","Picture Book","Historical","No","No","Paula Wiseman Books / Simon & Schuster","","No","","Christian","","","","Christian (primary)--she observes Christmas","Assumed White, Christian, Female, Human, Illustrations, Text, Text","","","","","She celebrates Christmas.","Based on author","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Assumed White, Female, Human, Illustrations, Male, Text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Patricia Polacco, Patricia Polacco","Author, Illustrator","Female, Jewish, White (Patricia Polacco), Female, Jewish, White (Patricia Polacco)","","","","",""
"14481","Amelia Bedelia Wraps It Up","9780062962041","2020","Parish","Fiction","Contemporary, Series Fiction","No","No","Greenwillow / HarperCollins","","No","","Christian","","","","Christian (primary)--she celebrates Christmas","Assumed White, Christian, Female, Human, Illustrations, Text","","","","","Amelia celebrates Christmas.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lynne Avril, Herman Parish","Author, Illustrator","Female, White (Lynne Avril), Male, White (Herman Parish)","","","","",""
"14485","My Heart Underwater","9780062972286","2020","Fantauzzo","Fiction","Contemporary","No","No","HarperCollins / Quill Tree","","No","","Asian, Christian, LGBTQ Character/Topic","","Filipinx American (primary); Filipinx (secondary); set primarily in the Philippines ","Queer cis girl (primary)","Catholic (primary)","Asian, Christian, Female, Human, LGBTQ+, Text, Text","","Filipinx American","Queer cis girl","","Catholic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Asian, Female, Human, Male, Text, Text","","Filipinx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Laurel Flores Fantauzzo","Author","Asian, Female, LGBTQ (Laurel Flores Fantauzzo)","","Has a wife","Filipino American","",""
"14540","Every Body Looking","9780525556206","2020","Iloh","Fiction","Contemporary","No","No","Dutton / Penguin Random House","","No","","Black/African, Christian","","Nigerian American (primary)","","Primary character was raised in a Christian household.","Black/African, Christian, Female, Human, Other Heritage Specification, Text","","Nigerian American","","","Raised in a Christian family","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Candice Iloh","Author","Black/African, Female (Candice Iloh)","","","Nigerian American","",""
"14547","Sia Martinez and the Moonlit Beginning of Everything","9781534448636","2020","Gilliland","Fiction","Contemporary, Science Fiction","No","No","Simon & Schuster / Simon Pulse","","No","","Black/African, Christian, Latinx","","Mexican American (primary and secondary); Haitian American (secondary)","","Primary character's family is Catholic.","Christian, Female, Human, Latinx, Other Heritage Specification, Text","","Mexican American","","","raised Catholic","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Black/African, Christian, Female, Human, Latinx, Male, Other Heritage Specification, Text","","Sia's mother, father, and grandmother are Mexican or Mexican American. Her best friend is Haitian American. Her love interest is white.","","","Primary character's family is Catholic.","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Raquel Vasquez Gilliland","Author","Female, Latinx (Raquel Vasquez Gilliland)","","","Mexican American","",""
"14614","Jack and Santa","9780593113981","2020","Barnett","Picture Book","Animal Fantasy","No","No","Penguin Random House / Viking","","No","","Christian","","","","This is a Christmas book.","Animal, Assumed White, Human, Illustrations, Male, Text","","","","Rabbit; Santa Claus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mac Barnett, Greg Pizzoli","Author, Illustrator","Male, White (Mac Barnett), Male, White (Greg Pizzoli)","","","","",""
"14616","Always Together at Christmas","9780593380840","2020","Sargent","Picture Book","Contemporary","No","No","Random House","","No","","Christian, Multicultural General","","Multicultural (primary)","","Christmas book","Christian, Female, Group, Human, Illustrations, Illustrations, Male","","Diverse","","Several diverse families","They are all celebrating Christmas.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mark Chambers, Sara Sargent","Author, Illustrator","Male, White (Mark Chambers), Female, White (Sara Sargent)","","","","",""
"14629","Peppermint Post","9780062847171","2020","Hale","Picture Book","Animal Fantasy","No","No","Harper / HarperCollins","","No","","Christian","","","","Christmas book","Animal, Male, Text","","","","Polar bear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Animal, Female, Male, Text","","","","Penguins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Stephanie Laberis, Bruce Hale","Author, Illustrator","Female, White (Stephanie Laberis), Male, White (Bruce Hale)","","","","",""
"14654","Mind the Gap, Dash & Lily","9780593301548","2020","Cohn","Fiction","Contemporary, Series Fiction","No","No","Knopf / Random House","","No","","Christian","","","","Characters celebrate Christmas","Assumed White, Female, Human, Male, Other Heritage Specification, Text","","","","2","","Kirkus review of another book in series","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rachel Cohn, David Levithan","Author","Female, White (Rachel Cohn), LGBTQ, Male, White (David Levithan)","","Gay","","",""
"14695","Redemption Prep","9780062662033","2020","Miller","Fiction","Fantasy","No","No","HarperCollins / Katherine Tegen Books","","No","","Asian, Christian, Cognitive/Neurological","Neurodivergent, possibly autism (1 of 3 primary)","Indian American (1 of 3 primary)","","Set at a school rooted in Christian ideology, where Mass is compulsory. Most characters are NOT Christian.","Asian, Assumed White, Cognitive/Neurological, Female, Group, Human, Male, Other Heritage Specification, Text","Evan is coded neurodivergent, possibly on autism spectrum","Neesha is Indian American. Evan and Aiden are white.","","3","","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Assumed White, Female, Human, Other Heritage Specification, Text","","","","","","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Samuel Miller","Author","Male, White (Samuel Miller)","","","","",""
"14713","Oh Brother!","9781433832437","2020","Pellai","Picture Book","Contemporary","No","No","Magination","","Yes","Translated from the Italian. Originally published in Italy.","Christian","","","","This family celebrates Christmas.","Assumed White, Christian, Human, Illustrations, Male, Text","","","","","He celebrates Christmas.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Assumed White, Christian, Female, Human, Illustrations, Illustrations, Male, Text","","","","","They celebrate Christmas.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Elisa Paganelli, Alberto Pellai, Barbara Tamborini, Katie ten Hagen","Author, Illustrator, Translator","Female, White (Elisa Paganelli), Male, White (Alberto Pellai), Female, White (Barbara Tamborini), Heritage Unknown, Unknown (Katie ten Hagen)","","","","",""
"14729","Joey: The Story of Joe Biden","9781534480537","2020","920 Biden","Non-Fiction","Biography/History","No","No","Paula Wiseman Books / Simon & Schuster","","No","","Christian, Cognitive/Neurological","Stutter (primary)","","","Catholic (primary)","Christian, Cognitive/Neurological, Confirmed White, Human, Male, Text, Text","Stutter","","","","Catholic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Amy June Bates, Jill Biden","Author, Illustrator","Female, White (Amy June Bates), Female, White (Jill Biden)","","","","",""
"14737","I Want a Hippopotamus for Christmas","9780063043213","2020","782 Rox","Non-Fiction","Contemporary","No","No","Harper / HarperCollins","","No","","Christian","","","","Christmas book, based on Christmas song","Assumed White, Christian, Female, Human, Illustrations, Illustrations","","","","","She celebrates Christmas.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Animal","","","","Hippopotamus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bruce Whatley, John Rox","Author, Illustrator","Male, White (Bruce Whatley), Male, White (John Rox)","","","","",""
"14744","Tiara's Hat Parade","9780807579459","2020","Lyons","Picture Book","Contemporary","No","No","Albert Whitman","","No","","Black/African, Christian","","African American (primary and secondary)","","The family says grace before dinner.","Black/African, Christian, Female, Human, Illustrations, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Black/African, Christian, Female, Human, Illustrations, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nicole Tadgell, Kelly Starling Lyons","Author, Illustrator","Black/African, Female (Nicole Tadgell), Black/African, Female (Kelly Starling Lyons)","","","African American","",""
"14866","The Strange Birds of Flannery O'Connor: A Life","9781592702954","2020","920 O'Connor","Non-Fiction","Biography/History","No","No","Enchanted Lion","","No","","Christian, Physical","As a child, she was pigeon-toed and wore corrective shoes. Diagnosed with Lupus at age 25. Used crutches. (primary)","","","Catholic (primary)","Christian, Confirmed White, Female, Human, Physical, Text, Text","As a child, she was pigeon-toed and wore corrective shoes. Diagnosed with Lupus at age 25. Used crutches.","","","","Catholic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Amy Alznauer, Ping Zhu","Author, Illustrator","Female, White (Amy Alznauer), Asian, Female (Ping Zhu)","","","Chinese American","",""
"14876","The Bridge","9781338325034","2020","Konigsberg","Fiction","Contemporary","No","No","Scholastic Press","","No","","Asian, Christian, Jewish, LGBTQ Character/Topic, Psychiatric","Depression and suicidal ideation (2 primary)","Korean American (1 of 2 primary)","Gay cis male (1 of 2 primary)","1 primary has a Christian mom and Jewish dad","Asian, Christian, Confirmed White, Female, Human, Jewish, LGBTQ+, Male, Other Heritage Specification, Psychiatric, Text","Depression and suicidal ideation (both characters)","Aaron is white. Tillie is Korean American.","Aaron is a cis gay male.","2","Aaron has a Christian mom and Jewish dad.","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bill Konigsberg","Author","LGBTQ, Male, White (Bill Konigsberg)","","Gay","","",""
"14950","Never Grow Up","9781534412217","2021","Kingsbury","Fiction","Contemporary, Series Fiction","No","No","Paula Wiseman Books / Simon & Schuster","","No","","Christian","","","","Christian (primary)","Assumed White, Christian, Female, Human, Text, Text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Assumed White, Christian, Female, Human, Male, Text, Text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Karen Kingsbury, Tyler Russell","Author","Female, White (Karen Kingsbury), Male, White (Tyler Russell)","","","","",""
"14960","A Place to Hang the Moon","9780823447053","2021","Albus","Fiction","Historical","No","No","Holiday House","","No","","Christian","","","","Primary characters celebrate Christmas","Assumed White, Christian, Female, Human, Male, Text, Text","","","","3","They celebrate Christmas.","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Assumed White, Female, Human, Male, Text, Text","","","","","","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kate Albus","Author","Female, White (Kate Albus)","","","","",""
